scrape_date,scrape_time,strain_name,strain_type,website,strain_highlights,num_ratings,avg_rating,num_of_review,flavor_one,flavor_two,flavor_three,effect_one,effect_one_score,effect_two,effect_two_score,effect_three,effect_three_score,effect_four,effect_four_score,effect_five,effect_five_score,medical_one,medical_one_score,medical_two,medical_two_score,medical_three,medical_three_score,medical_four,medical_four_score,medical_five,medical_five_score,ailment_one,ailment_two,ailment_three,ailment_four,ailment_five,negative_one,negative_one_score,negative_two,negative_two_score,negative_three,negative_three_score,negative_four,negative_four_score,negative_five,negative_five_score,most_popular_one,most_popular_two,most_popular_three,most_popular_four,most_popular_five,most_popular_six,most_popular_seven,most_popular_eight,most_popular_nine,most_popular_ten
05/04/2014,17:29:00,Supernova,Hybrid,http://www.leafly.com/hybrid/supernova,"Supernova, formerly called “Chronic,” is an indica-dominant hybrid from Amsterdam. Other cuts of Supernova have made their way to the U.S. with more sativa-slanted genetics. When grown properly, Supernova’s THC content reaches up to 25%.",6,3.8,5,Sweet,Citrus,Chemical,Creative,42.9,Euphoric,42.9,Focused,42.9,Happy,42.9,Relaxed,57.1,Headaches,28.6,Inflammation,14.3,Insomnia,42.9,Lack of Appetite,14.3,Stress,28.6,ADD/ADHD,Anxiety,Anorexia,Arthritis,Bipolar Disorder,Dry Eyes,57.1,Dry Mouth,57.1,,,,,,,"Manzoro, AZ","Santa Ana, CA","Yavapai County, AZ",,,,,,,
05/04/2014,17:29:01,Sweet Kush,Hybrid,http://www.leafly.com/hybrid/sweet-kush,"Sweet Kush is the potent daughter of Sweet Tooth and OG Kush. Citrusy and sweet, Sweet Kush tastes just like a lemon drop candy. Combining the best of both cannabis types, this hybrid provides both head and body effects. After the first taste, consumers typically experience a cerebral sensation. A few minutes later, body effects begin to dominate, relaxing muscles and easing pain. Sweet Kush consumers may feel lazy and sedated, making this a good after work or nighttime strain. Novice cannabis consumers should exercise caution with this strain until they know how strongly it will affect them.",18,4.4,16,Earthy,Honey,Pepper,Euphoric,59.1,Giggly,53.0,Happy,100.0,Hungry,56.8,Talkative,56.8,Depression,35.7,Insomnia,38.1,Lack of Appetite,33.3,Pain,47.6,Stress,82.1,Anxiety,Migraines,ADD/ADHD,,,Dizzy,2.4,Dry Mouth,14.3,Dry Eyes,8.3,Headache,3.6,Paranoid,7.1,"Portland, OR","Tempe, AZ",,,,,,,,
05/04/2014,17:29:01,Tangerine Dream,Hybrid,http://www.leafly.com/hybrid/tangerine-dream,"This winner of the 2010 Cannabis Cup was created by the illustrious Barney’s Farm. A strain for connoisseurs, Tangerine Dream is the hybrid daughter of G13 and Neville’s breeder strain A5. Its ability to knock out pain while increasing energy is what makes Tangerine Dream so special. While too much Tangerine Dream may leave you stuck on the couch, this strain was handcrafted to meet the demands of working medical patients. Uplifting and euphoric, it provides users with mental clarity while deeply relaxing muscles. Tangerine Dream typically flowers in 8 to 10 weeks and features a citrusy aroma.",140,3.9,108,Citrus,Orange,Sweet,Energetic,67.8,Euphoric,100.0,Happy,79.8,Relaxed,60.4,Uplifted,73.7,Depression,40.3,Fatigue,20.9,Nausea,30.5,Pain,60.5,Stress,71.0,Anxiety,Migraines,Gastrointestinal Disorder,PTSD,Spinal Cord Injury,Dizzy,14.8,Dry Mouth,39.1,Dry Eyes,29.5,Headache,10.1,Paranoid,4.0,"Seattle, WA","Phoenix, AZ","Denver, CO","Los Angeles, CA","Portland, OR","Mesa, AZ","Scottsdale, AZ","Apache Junction, AZ","Bellingham, WA","Bend, OR"
05/04/2014,17:29:03,Tahoe OG Kush,Hybrid,http://www.leafly.com/hybrid/tahoe-og-kush,"Tahoe OG Kush, not to be confused with its parent Tahoe OG, is a 60% sativa hybrid bred by Cali Connection. Combining a Tahoe OG clone with SFV OG Kush, this lemon-scented strain is best known for its calming effects. Patients have used Tahoe OG Kush to treat severe ailments and symptoms, particularly chronic pain, insomnia, and stress. Growers recommend a 70-day flowering time before harvest.",2,4,0,Ammonia,Berry,Chemical,Energetic,20.0,Happy,20.0,Hungry,20.0,Relaxed,20.0,Sleepy,20.0,Lack of Appetite,20.0,Pain,20.0,Stress,20.0,,,,,,,,,,,,,,,,,,,,"Denver, CO","Los Angeles, CA","Colorado Springs, CO","Las Vegas, NV","Olympia, WA","Providence, RI","Rifle, CO","San Jose, CA","Seattle, WA","Studio City, CA"
05/04/2014,17:29:03,Tangerine Haze,Hybrid,http://www.leafly.com/hybrid/tangerine-haze,"Tangerine Haze is a sativa-dominant hybrid that is treasured for its distinct citrus smell and taste. This clone-only sativa originated in the Netherlands with the union of G13 Haze and NYC Diesel, and since then its popularity has spread to Canada, Colorado, and the West Coast. The zesty tangerine aroma accented with floral notes may be the hallmark of this strain, but its elevating, stress-relieving effects are also cherished by patients and recreational consumers. Tangerine Haze is a top-choice for daytime enjoyment, as its effects stimulate the mind and allow functionality. Growers recommend a 65-day flowering period for Tangerine Haze, when its citrus flavor peaks.",6,4.1,3,Citrus,Diesel,Orange,Creative,55.6,Euphoric,55.6,Happy,66.7,Talkative,55.6,Uplifted,66.7,Depression,22.2,Eye Pressure,11.1,Fatigue,11.1,Headaches,11.1,Nausea,11.1,ADD/ADHD,Bipolar Disorder,Gastrointestinal Disorder,PMS,,Dry Eyes,11.1,Dry Mouth,11.1,,,,,,,"Denver, CO","Boulder, CO","Colorado Springs, CO","Glenwood Springs, CO","Los Angeles, CA","Scottsdale, AZ","Vancouver, BC",,,
05/04/2014,17:29:04,Sweet Island Skunk,Hybrid,http://www.leafly.com/hybrid/sweet-island-skunk,Sweet Island Skunk is a sativa-dominant hybrid long grown on Vancouver Island.  This strain has been tested at 19.6% THC making it a favorite among medicinal users.,101,4.1,59,Sweet,Tropical,Skunk,Creative,56.7,Energetic,39.9,Euphoric,79.7,Happy,100.0,Uplifted,59.4,Depression,45.1,Fatigue,18.5,Headaches,20.7,Pain,33.0,Stress,54.8,Anxiety,Migraines,ADD/ADHD,Bipolar Disorder,PTSD,Dizzy,8.8,Dry Mouth,41.8,Dry Eyes,23.3,Headache,7.2,Paranoid,9.4,"Colorado Springs, CO","Avon, WA","Bellingham, WA","Denver, CO","Eugene, OR","Jackson, MI","Portland, OR","Seattle, WA","Spokane, WA","Tucson, AZ"
05/04/2014,17:29:04,Sweet Tooth,Hybrid,http://www.leafly.com/hybrid/sweet-tooth,A perfect pairing of indica and sativa highs with a sweet taste.  ,141,3.9,96,Sweet,Butter,Flowery,Creative,55.2,Euphoric,85.8,Happy,100.0,Relaxed,61.9,Uplifted,68.9,Depression,48.1,Insomnia,28.5,Nausea,21.7,Pain,53.1,Stress,64.2,Anxiety,ADD/ADHD,PTSD,Migraines,Bipolar Disorder,Dizzy,8.8,Dry Mouth,39.0,Dry Eyes,23.2,Headache,9.5,Paranoid,11.4,"Denver, CO","Los Angeles, CA","Colorado Springs, CO","Portland, OR","Seattle, WA","Vancouver, BC","Alameda, CA","Belmont, CA","Berkeley, CA",CO
05/04/2014,17:29:04,Swiss Bliss,Hybrid,http://www.leafly.com/hybrid/swiss-bliss,"Swiss Bliss has a rather infamous history. Plants from this strain are all descended from a Swiss sativa plant that was seized by the gendarme and eventually given asylum in Holland at Paradise Seeds. The plant was hybridized with other strains to create the mostly sativa hybrid that is known as Swiss Bliss. These plants are hardy growers but do best indoors and flower at 9 weeks. Space may be a concern as they are known for their abundant branching, but when given the space, they can produce very high yields. Flowers usually show an abundance of frosty crystals and the aroma of sour fruit.",5,3.6,4,,,,Creative,55.0,Dry Mouth,100.0,Relaxed,100.0,Sleepy,100.0,Uplifted,60.0,Depression,55.0,Fatigue,50.0,Insomnia,5.0,Pain,10.0,Stress,65.0,Anxiety,Migraines,,,,Dizzy,10.0,Dry Mouth,55.0,Dry Eyes,50.0,Paranoid,5.0,,,"Lakewood, CO",,,,,,,,,
05/04/2014,17:29:05,Superstar,Hybrid,http://www.leafly.com/hybrid/superstar,"Superstar by Exotic Genetix is a sativa hybrid cross between their Starfighter and Supernatural strains. With traces of Grape God, the Flav, and Lemon Alien Dawg, this California strain delivers uplifting, cerebrally focused effects. Another variation from Delta 9 Labs in Amsterdam loops in a backcrossed Sensi Star and takes on indica-dominant genetics. Floral and citrus notes flavor Superstar, a strain that grows best indoors with a 58-day flowering period.",2,2.8,1,Flowery,Lemon,,Creative,50.0,Euphoric,50.0,Relaxed,50.0,Sleepy,50.0,Uplifted,50.0,,,,,,,,,,,,,,,,Dry Eyes,50.0,Dry Mouth,50.0,,,,,,,,,,,,,,,,
05/04/2014,17:29:05,Thai-Tanic,Hybrid,http://www.leafly.com/hybrid/thai-tanic,"A very compact Sativa-dominant variety, classic chocolate Thai smell and taste.  Thai-Tanic weed provides a trippy and cerebral high.",9,4.1,6,Honey,Minty,Pine,Dry Mouth,50.0,Euphoric,81.3,Happy,84.4,Paranoid,50.0,Uplifted,90.6,Fatigue,50.0,Insomnia,3.1,Nausea,3.1,Pain,9.4,Stress,59.4,Anxiety,Migraines,,,,Dizzy,3.1,Dry Mouth,56.3,Dry Eyes,6.3,,,,,"Santa Ana, CA",,,,,,,,,
05/04/2014,17:29:06,Thaidal Wave,Hybrid,http://www.leafly.com/hybrid/thaidal-wave,"Thaidal Wave is a perfectly named hybrid that hits you with a wave of get-up-and-go energy that is perfect for daytime, taking on creative projects or social activities with friends. This hybrid has strong Thai genetics, which explains its heavy sativa effects with a lack of laziness and sedation. Thaidal Wave is a strain to calm the mind, but it may not provide enough body effects for those looking to treat severe pain or other medical issues.Thaidal Wave is a hybrid cannabis strain of Thai lineage. It leaves patients physically active while calming the mind. ",3,4.2,4,,,,Creative,12.5,Energetic,12.5,Euphoric,18.8,Focused,6.3,Uplifted,12.5,Depression,6.3,Nausea,6.3,Pain,6.3,Stress,18.8,,,Anxiety,Migraines,,,,Dizzy,6.3,,,,,,,,,,,,,,,,,,
05/04/2014,17:29:06,THC Bomb,Hybrid,http://www.leafly.com/hybrid/thc-bomb,"THC Bomb is the signature hybrid strain from Bomb Seeds, and as its name indicates, it was developed to have very high THC levels—upwards of 20%! This bomb won’t completely knock you off your feet, though, thanks to its well-rounded hybrid mix. THC Bomb can be grown indoors and out. Plants are shorter but hardy and should mature in 7 to 9 weeks to produce large yields. Flowers will be large and have an even covering of bright orange hairs.",34,4.1,23,Woody,Earthy,Citrus,Euphoric,86.0,Happy,90.6,Hungry,72.7,Relaxed,75.0,Uplifted,68.1,Depression,71.7,Insomnia,54.7,Nausea,28.0,Pain,50.9,Stress,62.2,Anxiety,Bipolar Disorder,PTSD,Migraines,ADD/ADHD,Dizzy,16.3,Dry Mouth,39.8,Dry Eyes,24.7,Headache,5.0,Paranoid,5.0,"Bellevue, WA","Portland, OR",,,,,,,,
05/04/2014,17:29:06,The Void,Hybrid,http://www.leafly.com/hybrid/the-void,"A cross between Apollo-13 and Querkle from TGA Subcool Seeds. Tastes similar to grape saltwater taffy and provides a soaring, yet motivational high.",9,3.9,6,Grapefruit,Lavender,Pine,Creative,33.3,Energetic,80.0,Euphoric,85.0,Happy,30.0,Uplifted,51.7,Depression,51.7,Fatigue,16.7,Insomnia,10.0,Pain,46.7,Stress,90.0,Anxiety,Migraines,ADD/ADHD,Bipolar Disorder,,Dizzy,21.7,Dry Mouth,48.3,Dry Eyes,43.3,Headache,5.0,Paranoid,33.3,"Denver, CO","Granite Falls, WA","Mesa, AZ","Salem, OR","Vancouver, BC, CA",,,,,
05/04/2014,17:29:07,The White,Hybrid,http://www.leafly.com/hybrid/the-white,"A mostly-indica hybrid with 60 day flowering times, The White strain is a 2009 IC420 cup winner.  Named for the color of the buds when ripe, she is not related to White Widow.",42,4.5,33,Earthy,Pine,Pungent,Euphoric,90.3,Happy,68.9,Hungry,50.2,Relaxed,87.5,Sleepy,64.6,Depression,20.3,Insomnia,38.9,Nausea,28.5,Pain,63.1,Stress,64.3,Anxiety,Gastrointestinal Disorder,Migraines,Muscular Dystrophy,PMS,Dizzy,17.7,Dry Mouth,38.2,Dry Eyes,35.8,Headache,8.3,Paranoid,4.7,"Seattle, WA","Portland, OR","Tacoma, WA","Ann Arbor, MI","Chandler, AZ","Colorado Springs, CO","Denver, CO","Everett, WA","Fresno, CA","Los Angeles, CA"
05/04/2014,17:29:07,Thin Mint Girl Scout Cookies,Hybrid,http://www.leafly.com/hybrid/thin-mint,"Thin Mint, a hybrid cross of Granddaddy Purple, Durban Poison, and OG Kush, is a phenotype of the legendary Girl Scout Cookies strain. Dark green and royal purple hues peek through a heavy coat of crystals, with a sweet minty smell that gives a full explanation of this strain’s name. Thin Mint calls upon the powers of its indica, sativa, and hybrid ancestors for a powerful full-body effect that gives this strain its sterling reputation. The high psychoactivity of this strain is not for novice consumers, but patients with a variety of symptoms are giving Thin Mint their seal of approval: severe pain, nausea, swelling, insomnia, and appetite loss are no match for the potency of Thin Mint.",14,4.1,8,Mint,Earthy,Spicy/Herbal,Euphoric,72.4,Focused,51.3,Happy,76.3,Relaxed,79.6,Uplifted,63.8,Depression,58.6,Insomnia,40.8,Lack of Appetite,38.8,Pain,56.6,Stress,69.1,Anxiety,ADD/ADHD,Arthritis,Asthma,Cachexia,Dry Mouth,12.5,,,,,,,,,"Portland, OR","San Francisco, CA","Chino Valley, AZ","Eugene, OR","Kennewick, WA","Los Angeles, CA","Scottsdale, AZ","Seattle, WA","Tacoma, WA","Tempe, AZ"
05/04/2014,17:29:08,Tiger Woods,Hybrid,http://www.leafly.com/hybrid/tiger-woods,"
					
						Highlights
						
							Sponsored By 
								
						
					
					
					
					
				",2,4.2,3,,,,Aroused,8.3,Euphoric,8.3,Giggly,8.3,Happy,8.3,Hungry,16.7,Nausea,8.3,Stress,8.3,,,,,,,,,,,,Paranoid,8.3,,,,,,,,,,,,,,,,,,
05/04/2014,17:29:08,Trainwreck,Hybrid,http://www.leafly.com/hybrid/trainwreck,Trainwreck is a sativa-dominant cannabis strain that hits you as hard as a freight train that you don't see coming.  Burns quick and produces thick smoke that will almost certainly get you coughing.   People swear by Trainwreck for its pain relief and other medicinal qualities.,761,4,513,Earthy,Pine,Lemon,Creative,41.4,Euphoric,77.2,Happy,70.8,Relaxed,51.5,Uplifted,62.1,Depression,31.8,Insomnia,23.7,Nausea,14.0,Pain,45.2,Stress,57.1,Anxiety,Migraines,ADD/ADHD,Arthritis,PTSD,Dizzy,13.6,Dry Mouth,41.7,Dry Eyes,30.6,Headache,5.7,Paranoid,13.2,"Seattle, WA","Los Angeles, CA","Denver, CO","Portland, OR","Eugene, OR","Sacramento, CA","Salem, OR","Everett, WA","Mesa, AZ","San Diego, CA"
05/04/2014,17:29:09,Tres Dawg,Hybrid,http://www.leafly.com/hybrid/tres-dawg,"The rare indica-dominant hybrid Tres Dawg by Top Dawg Seeds comes from Afghani #1 and a backcrossed Chemdawg. Tres Dawg gave rise to other prized hybrids like Stardawg, Dawg Waltz, and Appalachia.",2,4.5,2,Berry,Blueberry,Citrus,Creative,50.0,Energetic,50.0,Euphoric,50.0,Relaxed,50.0,Tingly,50.0,,,,,,,,,,,ADD/ADHD,Alzheimer's,Anorexia,,,Dry Eyes,50.0,Dry Mouth,50.0,,,,,,,"Seattle, WA",,,,,,,,,
05/04/2014,17:29:09,Trident,Hybrid,http://www.leafly.com/hybrid/trident,"Trident is a hybrid strain that is notable for its extremely high CBD content of 12%. As a result, it’s an excellent strain for managing pain or dealing with symptoms while remaining mentally focused. Trident’s low THC levels (usually under 6%) don’t mean you won’t feel any sort of cerebral effects, but they tend to be mild and unobtrusive. These sticky flowers have a pleasant sweet and sour aroma.",6,3.8,5,,,,Creative,15.0,Euphoric,25.0,Focused,20.0,Talkative,10.0,Uplifted,10.0,Depression,15.0,Fatigue,10.0,Insomnia,30.0,Pain,45.0,Stress,15.0,Anxiety,Migraines,,,,,,,,,,,,,,,,,,,,,,,
05/04/2014,17:29:09,The Flav,Hybrid,http://www.leafly.com/hybrid/the-flav,"The Flav combines the oily, thick rich fruity taste of Romulan with the cherry goodness of Space Queen. It's a 40/60 sativa/indica hybrid that provides a heavy yield and was included in High Times' Top 10 of 2008.",15,4.2,10,Mint,Pine,Sage,Euphoric,87.5,Happy,43.8,Hungry,68.8,Relaxed,75.0,Uplifted,68.8,Depression,31.3,Headaches,12.5,Lack of Appetite,12.5,Pain,33.3,Stress,41.7,Anxiety,Phantom Limb Pain,Migraines,PMS,,Dizzy,14.6,Dry Eyes,33.3,Dry Mouth,33.3,Headache,2.1,,,CO,"Denver, CO","Everett, WA","Kent, WA","Los Angeles, CA","Pacifica, CA","Rifle, CO","Salem, OR","Walla Walla, WA",
05/04/2014,17:29:11,Trifecta,Hybrid,http://www.leafly.com/hybrid/trifecta,This creatively bred strain was imagined as a tribute to three great strains created by legendary breeders The Brothers Grimm. An Apollo 11 and Apollo 13 cross (also known as Eclipse) was bred with Cinderella 99 to create this fruity triple threat.,4,4.6,4,,,,Creative,16.7,Happy,45.8,Hungry,41.7,Sleepy,41.7,Tingly,58.3,Depression,12.5,Insomnia,58.3,Nausea,45.8,Pain,58.3,Stress,29.2,Anxiety,Migraines,,,,Dry Mouth,45.8,Dry Eyes,16.7,Headache,100.0,Paranoid,16.7,,,,,,,,,,,,
05/04/2014,17:29:12,Trinity,Hybrid,http://www.leafly.com/hybrid/trinity,"A rumored hard to find strain, Trinity is known to have a strong skunk-like smell with an uplifting high.",60,4.4,46,Sweet,Blueberry,Berry,Creative,79.7,Energetic,57.3,Euphoric,56.8,Happy,90.7,Uplifted,79.7,Depression,54.2,Lack of Appetite,28.3,Muscle Spasms,32.9,Pain,74.7,Stress,51.3,Anxiety,Gastrointestinal Disorder,Migraines,ADD/ADHD,Arthritis,Dizzy,6.9,Dry Eyes,29.3,Dry Mouth,24.9,Headache,5.2,Paranoid,10.5,"Denver, CO","Seattle, WA","Portland, OR","Anaheim, CA","Bend, OR","Colorado Springs, CO","Eugene, OR","Mercer Island, WA","Puyallup, WA","Yakima, WA"
05/04/2014,17:29:12,Tropical Tang,Hybrid,http://www.leafly.com/hybrid/tropical-tang,"
					
						Highlights
						
							Sponsored By 
								
						
					
					
					
					
				",5,4.4,3,Apricot,Orange,Skunk,Creative,52.9,Energetic,100.0,Euphoric,58.8,Happy,64.7,Hungry,52.9,Depression,50.0,Fatigue,50.0,Headaches,100.0,Insomnia,50.0,Stress,62.5,Migraines,Anorexia,Anxiety,,,Dry Mouth,12.5,Headache,50.0,,,,,,,"Seattle, WA",,,,,,,,,
05/04/2014,17:29:12,Tropicali,Hybrid,http://www.leafly.com/hybrid/tropicali,Tropicali is a newer hybrid on the market. Known to provide an uplifting and cerebral high this strain can also be used for the relief of mild aches and pains. The flowers of the Tc have an alluring frosty mint green color with minimal twists of orange and sticky dewy looking trichomes. ,12,4.3,9,Berry,Cheese,Tropical,Energetic,76.3,Happy,100.0,Hungry,50.0,Sleepy,47.4,Talkative,55.3,Insomnia,5.6,Muscle Spasms,5.6,Nausea,5.6,Pain,8.3,Stress,38.9,Anxiety,Migraines,,,,Dry Mouth,63.9,Dry Eyes,5.6,Headache,2.8,Paranoid,5.6,,,"Olympia, WA",,,,,,,,,
05/04/2014,17:29:13,UK Cheese,Hybrid,http://www.leafly.com/hybrid/uk-cheese,"UK Cheese is a popular hybrid strain known for its potent, balanced effects and signature musty cheese smell. The flavor is also unique with notes of berries and spicy cheese (one that may just have to be tasted rather than described). This strain is thought to be a specific phenotype (same genetics, different end result) of Skunk #1 that was originally cultivated in the early 1990s by a UK collective group known as “Exodus.” (As a result, this strain is also known as Exodus Cheese.) UK Cheese became popular for its energetic, euphoric head effects combined with its impressive pain relief potential. It quickly spread beyond the borders of its British home. Most users experience alert, sativa effects that allow for mental relaxation without sedation, but it may hasten bedtime for some. Effects tend to be felt in the head first, generally around the eyes, then spread throughout the entire body, producing muscle relaxation and even some tingly numbness. UK’s flowers are on the denser end of the scale and light green with a coat of orange hairs that would make both Prince Charles and Prince William jealous.",115,4,81,Cheese,Pungent,Sweet,Euphoric,61.1,Happy,88.3,Relaxed,82.1,Sleepy,58.5,Uplifted,61.8,Depression,40.7,Insomnia,47.6,Nausea,31.3,Pain,51.2,Stress,55.0,Anxiety,ADD/ADHD,Bipolar Disorder,PTSD,Anorexia,Dizzy,15.5,Dry Mouth,54.1,Dry Eyes,38.2,Headache,11.2,Paranoid,15.8,"Los Angeles, CA","Denver, CO","Vancouver, BC","Bellevue, WA","Bullhead City, AZ","Colorado Springs, CO","Costa Mesa, CA","Eugene, OR","Huntington Beach, CA","Olympia, WA"
05/04/2014,17:29:13,Venom OG,Hybrid,http://www.leafly.com/hybrid/venom-og,"Venom OG from Rare Dankness Seeds is an indica-dominant cross between Poison OG and Rare Dankness #1. Its forest-green buds are dense with a tangle of bright orange hairs, and it has an aroma of skunk, pine, lemon, and diesel. This strain is recommended for nighttime use as its effects tend toward full-body relaxation, but it also provides some sensory elevation that is enjoyable for lazy activities. Patients have found Venom OG a potent remedy for pain, arthritis, anxiety, and sleep disorders. Venom OG is suitable for outdoor or indoor gardens and its breeders suggest a 50 to 65-day flowering period.",21,4.1,17,Sweet,Berry,Citrus,Euphoric,88.3,Happy,80.3,Relaxed,62.5,Tingly,60.6,Uplifted,79.5,Depression,21.2,Insomnia,22.0,Muscle Spasms,56.8,Pain,79.9,Stress,51.1,Anxiety,Migraines,ADD/ADHD,Anorexia,PTSD,Dizzy,2.3,Dry Mouth,36.0,Dry Eyes,27.7,Paranoid,6.4,,,"Arcadia, CA","Arnold, CA","Denver, CO","New Baltimore, MI","Phoenix, AZ","Santa Ana, CA","Seattle, WA",,,
05/04/2014,17:29:14,Verde Electric,Hybrid,http://www.leafly.com/hybrid/verde-electric,"Verde Electric is one of those strains that is noted for its smooth, unique taste. Bred from a mix of Durban Poison, Platinum OG and Sherbert genes, this strain has gained a following in the medical community for treating pain and digestive issues. The lime green buds should be light, airy and have a nice crystal coat. The buzz is relaxing, but its near 50/50 hybrid mix has enough of an energy jolt to make Verde Electric a choice that works for many both days and nights.",19,3.9,14,Pine,Rose,,Aroused,33.3,Euphoric,91.7,Happy,53.3,Relaxed,35.8,Uplifted,60.8,Depression,43.3,Muscle Spasms,7.5,Nausea,55.8,Pain,55.8,Stress,48.3,Anxiety,Crohn's Disease,Migraines,Cachexia,Gastrointestinal Disorder,Anxious,2.5,Dizzy,2.5,Dry Mouth,20.0,Dry Eyes,5.0,Headache,2.5,,,,,,,,,,
05/04/2014,17:29:14,White Fire Alien OG,Hybrid,http://www.leafly.com/hybrid/white-fire-alien-og,"White Fire Alien OG is a 60% indica strain bred by OG Raskal. With a sweet lemon aroma, this hybrid cross mixes The White with Fire Alien Kush for a full-body calm that eases pain, anxiety, and tension. There’s no better way to conclude a hard day’s work than with a stress-relieving dose of White Fire Alien OG.",1,4,1,Earthy,,,Relaxed,100.0,Uplifted,100.0,,,,,,,Insomnia,100.0,,,,,,,,,ADD/ADHD,,,,,,,,,,,,,,,"Huntington Beach, CA",,,,,,,,,
05/04/2014,17:29:15,White Berry,Hybrid,http://www.leafly.com/hybrid/white-berry,White Berry's hybridized genetics create a complex and versatile strain. The typical result is a sativa head effect with an indica-style body sensation when consumed in higher quantities.,58,3.9,41,Berry,Blueberry,Sweet,Creative,47.5,Euphoric,57.2,Happy,64.3,Relaxed,67.5,Uplifted,60.4,Depression,28.1,Lack of Appetite,20.0,Nausea,21.0,Pain,39.4,Stress,47.4,Anxiety,Migraines,Gastrointestinal Disorder,Bipolar Disorder,ADD/ADHD,Anxious,10.0,Dizzy,6.7,Dry Mouth,35.4,Dry Eyes,20.1,Paranoid,8.5,"Denver, CO","Lakeside, CO","Lansing, MI","Phoenix, AZ","Portland, OR","Prescott Valley, AZ","Tacoma, WA","Tempe, AZ",,
05/04/2014,17:29:15,White Fire OG,Hybrid,http://www.leafly.com/hybrid/white-fire-og,"White Fire OG, also known as WiFi OG, is a 60% sativa hybrid with uplifting and comfortable cerebrally focused effects. This strain combines the best features of its parent strains: the sour, earthy, diesel aroma of Fire OG and the high resin production of The White that leaves the plants covered in a dusty snowfall of crystals. Many phenotypes of White Fire OG exist, some with dense, barrel-like buds and others with pointed, conic formations. Daytime use of this strain won’t leave the consumer drowsy, making it a good choice for social and creative activities. White Fire OG is often chosen by patients to treat anxiety and depression, cancer, glaucoma, pain, and appetite loss. Growers of White Fire OG can raise their high-yielding plants outdoors or inside with a 65-day flowering period.",28,4.3,16,Earthy,Citrus,Pungent,Creative,52.4,Euphoric,100.0,Happy,76.0,Talkative,58.8,Uplifted,75.6,Depression,31.9,Insomnia,65.7,Nausea,32.8,Pain,97.6,Stress,68.8,Anxiety,Migraines,ADD/ADHD,Anorexia,Fibromyalgia,Dizzy,16.7,Dry Mouth,84.7,Dry Eyes,49.1,Headache,3.2,Paranoid,16.7,"Los Angeles, CA","Seattle, WA","Berkeley, CA",CA,"Detroit, MI","Lacey, WA","Lansing, MI","Newport Beach, CA","Pismo Beach, CA","Port Angeles, WA"
05/04/2014,17:29:15,White Lightning,Hybrid,http://www.leafly.com/hybrid/white-lightning,"Bred by British Columbia Seed Company, White Lightning is an indica-dominant hybrid that combines White Widow and Northern Lights #5. Though counterbalanced by White Widow’s hybrid genetics, White Lightning induces a deep indica calm that relieves pain, nausea, and anxiety. Dusted in a heavy coat of sugary trichome crystals, White Lightning has a sweet, fruity aroma with floral, skunky undertones. Among the most common conditions treated with White Lightning are multiple sclerosis, insomnia, anorexia, Parkinson’s, and the side effects of chemotherapy. White Lightning flowers in 8 weeks, and grows best in hydroponic systems and sea of green environments.",4,4.1,3,Ammonia,Pine,Rose,Focused,25.0,Relaxed,50.0,Sleepy,25.0,Uplifted,25.0,,,Inflammation,25.0,Insomnia,25.0,Nausea,25.0,Stress,50.0,,,,,,,,,,,,,,,,,,"Grand Rapids, MI","Seattle, WA",,,,,,,,
05/04/2014,17:29:16,White Dawg,Hybrid,http://www.leafly.com/hybrid/white-dawg,Parents are The White and Chem Dawg. Took 2nd in the Hybrid Cup of the Denver Medical Cannabis Cup.,14,3.8,10,,,,Creative,56.8,Energetic,34.6,Euphoric,100.0,Focused,40.7,Talkative,43.2,Cramps,33.3,Depression,30.6,Fatigue,38.9,Headaches,33.3,Stress,56.9,Anxiety,Migraines,PMS,,,Dizzy,33.3,Dry Mouth,13.9,Dry Eyes,11.1,Headache,2.8,Paranoid,20.8,"Seattle, WA","Portland, OR","Snohomish, WA",,,,,,,
05/04/2014,17:29:16,Walrus Kush,Hybrid,http://www.leafly.com/hybrid/walrus-kush,"While normally difficult to ignore, this Walrus is one sneaky gal. Upon first taste, many users may not feel the Walrus’s effects; however, give it a few minutes and this strain will surprise you in ways you never thought possible. Perhaps slightly indica-dominant, Walrus Kush may not be the best medication for getting things done. Fairly well-balanced, it’s a giggly and sociable strain while providing deep, body-relaxing effects at the same time. Great for users who suffer from stress or migraines, Walrus just might be worth a weekend trip to the dispensary.",5,4.5,4,,,,Creative,10.0,Giggly,15.0,Happy,45.0,Hungry,10.0,Uplifted,10.0,Depression,5.0,Insomnia,5.0,Nausea,10.0,Pain,10.0,Stress,10.0,Migraines,Anxiety,,,,Dry Mouth,20.0,Headache,5.0,,,,,,,,,,,,,,,,
05/04/2014,17:29:16,Warlock,Hybrid,http://www.leafly.com/hybrid/warlock,Warlock is an indica dominant strain but also has some obvious sativa characteristics.  Warlock provides a mellow high and is pungent with a sweet aftertaste.,19,3.7,13,Earthy,Pungent,Skunk,Euphoric,91.6,Happy,54.7,Relaxed,39.7,Talkative,25.7,Uplifted,100.0,Depression,34.9,Fatigue,18.2,Nausea,3.1,Pain,32.3,Stress,84.3,Anxiety,Arthritis,Migraines,,,Dizzy,4.7,Dry Mouth,42.9,Dry Eyes,3.1,Paranoid,16.7,,,"Denver, CO","Portland, OR","Vancouver, BC, CA","Winnipeg, MB",,,,,,
